"No.","Stream index","Time","Source","Destination","Protocol","Length","Info","Http Time","iRTT","Time since first frame in this TCP stream","The RTT to ACK the segment was","Time to live","Total Length IP Frame","Bytes in flight (http payload)","Bytes in flight"
"4027","355","66.659011","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001737000","0.390304000","","61","237","185","185"
"4043","357","66.843414","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002649000","0.328295000","","61","237","185","185"
"4059","359","67.129941","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.011191000","0.349629000","","61","237","185","185"
"4095","361","67.769693","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.003557000","0.394339000","","61","233","181","181"
"4114","363","68.026714","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001483000","0.396407000","","61","237","185","185"
"4127","365","68.264498","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001415000","0.377939000","","61","237","185","185"
"4161","367","68.834268","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002012000","0.308476000","","61","237","185","185"
"4184","369","69.136611","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.005134000","0.353553000","","61","237","185","185"
"4198","371","69.427517","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002252000","0.384685000","","61","233","181","181"
"4234","376","69.858799","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001149000","0.363999000","","61","237","185","185"
"4239","378","69.995001","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003731000","0.255148000","","61","237","185","185"
"4270","380","70.581533","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001613000","0.456064000","","61","233","181","181"
"4290","380","70.784449","37.120.249.45","192.168.0.100","HTTP","247","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001613000","0.658980000","","61","233","181","181"
"4313","382","71.143242","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001022000","0.400535000","","61","237","185","185"
"4319","384","71.164609","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002073000","0.269263000","","61","237","185","185"
"4343","388","71.657878","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002402000","0.434706000","","61","233","181","181"
"4355","388","71.878356","37.120.249.45","192.168.0.100","HTTP","247","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002402000","0.655184000","","61","233","181","181"
"4383","390","72.298864","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.035461000","0.393952000","","61","237","185","185"
"4388","392","72.310923","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001985000","0.269661000","","61","237","185","185"
"4405","392","72.516348","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001985000","0.475086000","","61","237","185","185"
"4410","394","72.649534","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001863000","0.253239000","","61","237","185","185"
"4451","396","73.498408","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001533000","0.293727000","","61","237","185","185"
"4468","396","73.703629","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001533000","0.498948000","","61","237","185","185"
"4470","398","73.800790","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002121000","0.333714000","","61","241","189","189"
"4482","400","74.077363","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002120000","0.438123000","","61","237","185","185"
"4521","402","74.624868","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001520000","0.260182000","","61","237","185","185"
"4539","404","74.909764","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002635000","0.293018000","","61","241","189","189"
"4552","406","75.165986","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002109000","0.400343000","","61","237","185","185"
"4589","408","75.729459","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001564000","0.394801000","","61","237","185","185"
"4604","410","75.879531","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001794000","0.294288000","","61","241","189","189"
"4611","408","75.932249","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001564000","0.597591000","","61","237","185","185"
"4617","412","76.174928","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.014230000","0.334476000","","61","237","185","185"
"4657","414","76.949349","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002308000","0.300715000","","61","241","189","189"
"4676","416","77.242632","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002556000","0.346953000","","61","237","185","185"
"4688","416","77.446989","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002556000","0.551310000","","61","237","185","185"
"4690","418","77.504261","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002061000","0.409682000","","61","237","185","185"
"4726","420","78.089393","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001549000","0.289702000","","61","237","185","185"
"4746","422","78.395001","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002194000","0.341631000","","61","241","189","189"
"4759","424","78.657782","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.007432000","0.423236000","","61","233","181","181"
"4796","426","79.239348","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001507000","0.352930000","","61","237","185","185"
"4813","426","79.461546","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001507000","0.575128000","","61","237","185","185"
"4815","428","79.499661","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002069000","0.363458000","","61","237","185","185"
"4825","430","79.675567","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.014418000","0.295673000","","61","237","185","185"
"4856","432","80.249258","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001557000","0.329644000","","61","237","185","185"
"4891","434","80.769265","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001040000","0.392234000","","61","241","189","189"
"4898","436","80.826017","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002543000","0.301618000","","61","233","181","181"
"4933","438","81.504747","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001788000","0.656298000","","61","237","185","185"
"4965","440","81.929528","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001248000","0.282206000","","61","237","185","185"
"4970","442","82.082160","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002514000","0.282472000","","61","237","185","185"
"5000","444","82.599951","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001717000","0.364247000","","61","241","189","189"
"5034","446","83.024984","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001093000","0.355591000","","61","237","185","185"
"5042","448","83.181182","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001998000","0.341050000","","61","237","185","185"
"5072","451","83.747377","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001813000","0.437729000","","61","241","189","189"
"5106","453","84.226271","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002092000","0.336411000","","61","237","185","185"
"5111","455","84.320756","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001649000","0.305498000","","61","233","181","181"
"5119","453","84.442400","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002092000","0.552540000","","61","237","185","185"
"5142","457","84.908979","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001826000","0.449732000","","61","237","185","185"
"5174","459","85.324265","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001860000","0.278758000","","61","237","185","185"
"5179","461","85.485872","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001045000","0.283794000","","61","241","189","189"
"5208","463","86.054677","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002905000","0.438013000","","61","245","193","193"
"5240","465","86.586937","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.003479000","0.390452000","","61","241","189","189"
"5246","467","86.624306","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001066000","0.295175000","","61","233","181","181"
"5270","469","87.072291","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003505000","0.310698000","","61","237","185","185"
"5302","471","87.636619","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001559000","0.262405000","","61","237","185","185"
"5328","473","87.922846","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001791000","0.286501000","","61","233","181","181"
"5341","475","88.171669","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001049000","0.397122000","","61","237","185","185"
"5378","477","88.804916","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001621000","0.374137000","","61","237","185","185"
"5395","479","88.989829","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002709000","0.306200000","","61","233","181","181"
"5407","479","89.214647","37.120.249.45","192.168.0.100","HTTP","247","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002709000","0.531018000","","61","233","181","181"
"5410","481","89.288788","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002984000","0.355476000","","61","237","185","185"
"5446","483","89.923841","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001182000","0.376783000","","61","237","185","185"
"5470","485","90.195981","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001226000","0.398090000","","61","237","185","185"
"5483","487","90.491720","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001679000","0.433872000","","61","241","189","189"
"5523","489","91.096646","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001754000","0.352923000","","61","237","185","185"
"5541","491","91.329119","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002373000","0.398481000","","61","241","189","189"
"5553","493","91.623728","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002184000","0.431780000","","61","245","193","193"
"5590","495","92.299700","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002645000","0.430523000","","61","241","189","189"
"5608","497","92.523803","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002994000","0.396815000","","61","233","181","181"
"5621","499","92.813832","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001262000","0.429629000","","61","237","185","185"
"5657","501","93.448637","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003515000","0.371356000","","61","237","185","185"
"5675","503","93.723616","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002086000","0.389555000","","61","233","181","181"
"5687","505","93.953952","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001340000","0.367546000","","61","237","185","185"
"5724","507","94.630507","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001518000","0.423825000","","61","237","185","185"
"5740","509","94.753562","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002058000","0.304695000","","61","237","185","185"
"5752","511","95.034413","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.004416000","0.335229000","","61","241","189","189"
"5793","513","95.863197","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001588000","0.324251000","","61","237","185","185"
"5811","515","96.123380","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002971000","0.333835000","","61","237","185","185"
"5824","517","96.408620","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002227000","0.424918000","","61","241","189","189"
"5861","519","96.953550","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003448000","0.292897000","","61","237","185","185"
"5881","521","97.266577","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002430000","0.360302000","","61","241","189","189"
"5894","523","97.562103","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.001200000","0.400423000","","61","249","197","197"
"5930","525","98.104060","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.004051000","0.296619000","","61","245","193","193"
"5945","527","98.283269","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.003199000","0.291677000","","61","233","181","181"
"5958","527","98.489875","37.120.249.45","192.168.0.100","HTTP","247","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.003199000","0.498283000","","61","233","181","181"
"5960","529","98.569311","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.008373000","0.325968000","","61","237","185","185"
"5988","531","99.155154","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001771000","0.339967000","","61","237","185","185"
"6020","533","99.603799","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002132000","0.379441000","","61","237","185","185"
"6025","535","99.739924","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001061000","0.376318000","","61","241","189","189"
"6056","537","100.353116","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002560000","0.478825000","","61","237","185","185"
"6090","540","100.903492","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001936000","0.409586000","","61","241","189","189"
"6095","542","100.960808","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.004287000","0.307563000","","61","245","193","193"
"6127","544","101.635698","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001965000","0.561987000","","61","241","189","189"
"6159","546","102.216698","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001001000","0.427460000","","61","241","189","189"
"6164","548","102.228461","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.008434000","0.269527000","","61","245","193","193"
"6194","550","102.897061","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001094000","0.605524000","","61","241","189","189"
"6227","552","103.434744","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002263000","0.468160000","","61","237","185","185"
"6233","554","103.473204","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001235000","0.289563000","","61","241","189","189"
"6261","556","104.053178","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001166000","0.439753000","","61","237","185","185"
"6296","558","104.564163","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.001551000","0.302782000","","61","249","197","197"
"6302","560","104.616710","37.120.249.45","192.168.0.100","HTTP","267","GET / HTTP/1.1 ","","0.003309000","0.302778000","","61","253","201","201"
"6332","562","105.280034","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001506000","0.532406000","","61","245","193","193"
"6365","564","105.756301","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001273000","0.327814000","","61","237","185","185"
"6370","566","105.863552","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001565000","0.355021000","","61","241","189","189"
"6400","568","106.475677","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001027000","0.493308000","","61","237","185","185"
"6418","568","106.680305","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001027000","0.697936000","","61","237","185","185"
"6434","570","107.006225","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001258000","0.371720000","","61","233","181","181"
"6439","572","107.056623","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001280000","0.298075000","","61","237","185","185"
"6458","572","107.258862","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001280000","0.500314000","","61","237","185","185"
"6471","574","107.738137","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003010000","0.540819000","","61","237","185","185"
"6503","576","108.268346","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001838000","0.380815000","","61","237","185","185"
"6509","578","108.307750","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001573000","0.281890000","","61","241","189","189"
"6524","576","108.473182","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001838000","0.585651000","","61","237","185","185"
"6540","580","108.991946","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001082000","0.548929000","","61","237","185","185"
"6572","582","109.517877","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.003777000","0.350884000","","61","241","189","189"
"6578","584","109.592375","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001055000","0.304980000","","61","245","193","193"
"6586","582","109.722973","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.003777000","0.555980000","","61","241","189","189"
"6610","586","110.245125","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002669000","0.510310000","","61","241","189","189"
"6643","588","110.748047","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.000991000","0.362710000","","61","241","189","189"
"6648","590","110.862662","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001062000","0.359512000","","61","245","193","193"
"6656","588","110.954233","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.000991000","0.568896000","","61","241","189","189"
"6667","590","111.063872","37.120.249.45","192.168.0.100","HTTP","259","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001062000","0.560722000","","61","245","193","193"
"6684","592","111.495396","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001399000","0.485778000","","61","241","189","189"
"6717","594","112.003327","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002144000","0.370184000","","61","245","193","193"
"6723","596","112.063182","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001530000","0.289607000","","61","241","189","189"
"6752","598","112.727841","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.001227000","0.511842000","","61","249","197","197"
"6785","600","113.272746","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002021000","0.380402000","","61","241","189","189"
"6791","602","113.312724","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.004694000","0.284317000","","61","241","189","189"
"6822","604","114.007912","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003884000","0.554852000","","61","237","185","185"
"6856","606","114.538961","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001570000","0.369940000","","61","241","189","189"
"6861","608","114.588431","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.012614000","0.276507000","","61","237","185","185"
"6882","610","115.018236","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001886000","0.290219000","","61","237","185","185"
"6923","612","115.658058","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001888000","0.292256000","","61","237","185","185"
"6947","614","115.943020","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002383000","0.349838000","","61","237","185","185"
"6962","616","116.227635","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001600000","0.387558000","","61","237","185","185"
"7000","618","116.882974","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001108000","0.406751000","","61","241","189","189"
"7018","620","117.143378","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002077000","0.408854000","","61","237","185","185"
"7032","622","117.434698","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001250000","0.432234000","","61","237","185","185"
"7069","624","118.022968","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001422000","0.341302000","","61","241","189","189"
"7086","626","118.326074","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.003774000","0.400241000","","61","245","193","193"
"7098","628","118.630962","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002100000","0.457762000","","61","241","189","189"
"7134","630","119.217995","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001872000","0.287048000","","61","241","189","189"
"7152","632","119.508617","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.004520000","0.311923000","","61","241","189","189"
"7161","634","119.692779","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.014434000","0.326481000","","61","233","181","181"
"7190","636","120.248872","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003932000","0.304387000","","61","237","185","185"
"7222","638","120.788393","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001790000","0.400631000","","61","237","185","185"
"7227","640","120.826122","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002266000","0.282737000","","61","241","189","189"
"7260","642","121.462567","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001257000","0.496803000","","61","241","189","189"
"7294","644","121.977490","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.003029000","0.326741000","","61","245","193","193"
"7299","646","122.055455","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002872000","0.299181000","","61","241","189","189"
"7317","646","122.263035","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002872000","0.506761000","","61","241","189","189"
"7330","648","122.719428","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001788000","0.524294000","","61","245","193","193"
"7363","650","123.272588","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001032000","0.414728000","","61","241","189","189"
"7376","652","123.573540","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001040000","0.552870000","","61","245","193","193"
"7395","654","123.855244","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.000984000","0.281888000","","61","249","197","197"
"7433","656","124.395389","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001177000","0.392187000","","61","241","189","189"
"7451","658","124.632744","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002356000","0.385220000","","61","241","189","189"
"7462","658","124.837614","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002356000","0.590090000","","61","241","189","189"
"7465","660","124.925209","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001556000","0.430914000","","61","245","193","193"
"7505","662","125.567331","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001621000","0.374264000","","61","241","189","189"
"7517","664","125.704412","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001889000","0.299764000","","61","237","185","185"
"7527","666","125.865387","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002474000","0.298302000","","61","241","189","189"
"7574","668","126.777785","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001494000","0.282729000","","61","237","185","185"
"7589","670","126.924578","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.000977000","0.381033000","","61","233","181","181"
"7602","672","127.232451","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.004569000","0.434934000","","61","237","185","185"
"7643","674","127.954312","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001506000","0.299817000","","61","237","185","185"
"7661","676","128.257268","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002450000","0.336498000","","61","233","181","181"
"7674","678","128.487067","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.007647000","0.387397000","","61","237","185","185"
"7697","680","128.837246","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.000989000","0.272679000","","61","237","185","185"
"7733","682","129.437213","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002029000","0.304758000","","61","241","189","189"
"7752","684","129.732260","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002445000","0.344608000","","61","245","193","193"
"7765","686","130.005257","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002143000","0.418030000","","61","241","189","189"
"7803","688","130.475745","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002695000","0.405342000","","61","241","189","189"
"7817","690","130.768076","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001037000","0.432676000","","61","245","193","193"
"7835","692","131.050083","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001738000","0.282128000","","61","241","189","189"
"7879","694","131.600815","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001717000","0.408350000","","61","237","185","185"
"7899","697","131.834052","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002842000","0.391622000","","61","241","189","189"
"7912","699","132.126800","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001080000","0.434495000","","61","237","185","185"
"7950","703","133.085956","37.120.249.45","192.168.0.100","HTTP","267","GET / HTTP/1.1 ","","0.001527000","0.549280000","","61","253","201","201"
"7952","701","133.086121","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.003099000","0.670309000","","61","249","197","197"
"7979","705","133.675876","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.003489000","0.589629000","","61","245","193","193"
"8018","707","134.242478","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.002281000","0.300228000","","61","249","197","197"
"8037","711","134.533945","37.120.249.45","192.168.0.100","HTTP","267","GET / HTTP/1.1 ","","0.002113000","0.338503000","","61","253","201","201"
