"No.","Stream index","Time","Source","Destination","Protocol","Length","Info","Http Time","iRTT","Time since first frame in this TCP stream","The RTT to ACK the segment was","Time to live","Total Length IP Frame","Bytes in flight (http payload)","Bytes in flight"
"11835","1038","195.639432","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001767000","0.500461000","","61","245","193","193"
"11850","1040","195.846533","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001580000","0.453136000","","61","241","189","189"
"11863","1042","196.139413","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.004239000","0.500258000","","61","241","189","189"
"11904","1044","196.697217","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.002033000","0.392201000","","61","249","197","197"
"11923","1046","196.931998","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002122000","0.384626000","","61","237","185","185"
"11936","1048","197.223109","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001337000","0.425192000","","61","241","189","189"
"11973","1050","197.746476","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001925000","0.276496000","","61","241","189","189"
"11992","1052","197.991347","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.004703000","0.369152000","","61","237","185","185"
"12007","1054","198.266477","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001528000","0.409259000","","61","237","185","185"
"12044","1056","198.781737","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001537000","0.254556000","","61","241","189","189"
"12064","1058","199.069708","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001229000","0.292689000","","61","241","189","189"
"12072","1060","199.177805","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001703000","0.259985000","","61","241","189","189"
"12107","1064","199.842244","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003662000","0.380080000","","61","237","185","185"
"12135","1066","200.221675","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002525000","0.379708000","","61","237","185","185"
"12142","1068","200.286404","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001616000","0.319774000","","61","237","185","185"
"12168","1070","200.766240","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003574000","0.252794000","","61","237","185","185"
"12190","1070","200.989684","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.003574000","0.476238000","","61","237","185","185"
"12212","1072","201.296364","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.011256000","0.387952000","","61","237","185","185"
"12231","1074","201.556273","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001217000","0.389474000","","61","241","189","189"
"12247","1078","201.846357","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.000995000","0.429647000","","61","245","193","193"
"12287","1080","202.342007","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002808000","0.258539000","","61","237","185","185"
"12293","1082","202.367007","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002152000","0.275305000","","61","241","189","189"
"12312","1082","202.576908","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002152000","0.485206000","","61","241","189","189"
"12321","1084","202.811220","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002094000","0.324628000","","61","245","193","193"
"12357","1086","203.381108","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002204000","0.279070000","","61","233","181","181"
"12368","1088","203.518559","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001918000","0.377122000","","61","241","189","189"
"12388","1090","203.896181","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002051000","0.377811000","","61","241","189","189"
"12436","1092","204.576384","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.002247000","0.393662000","","61","249","197","197"
"12442","1094","204.681289","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.003712000","0.252754000","","61","233","181","181"
"12452","1096","204.822921","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001782000","0.383729000","","61","241","189","189"
"12494","1098","205.631169","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002780000","0.290719000","","61","233","181","181"
"12511","1100","205.858182","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002576000","0.267541000","","61","237","185","185"
"12523","1100","206.065116","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002576000","0.474475000","","61","237","185","185"
"12525","1102","206.146944","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001544000","0.375569000","","61","245","193","193"
"12562","1104","206.676211","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001482000","0.277424000","","61","241","189","189"
"12583","1106","206.971881","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.004752000","0.323123000","","61","245","193","193"
"12592","1108","207.204131","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002896000","0.387705000","","61","241","189","189"
"12630","1110","207.641615","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001592000","0.384694000","","61","241","189","189"
"12648","1112","207.901079","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001310000","0.397147000","","61","241","189","189"
"12661","1114","208.186279","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.020895000","0.425096000","","61","241","189","189"
"12702","1116","208.691033","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001509000","0.344690000","","61","241","189","189"
"12721","1118","208.976021","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001106000","0.377534000","","61","245","193","193"
"12740","1120","209.245222","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001227000","0.462034000","","61","241","189","189"
"12785","1123","209.763654","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001957000","0.277442000","","61","241","189","189"
"12798","1125","209.906044","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001431000","0.374807000","","61","237","185","185"
"12808","1123","209.964317","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001957000","0.478105000","","61","241","189","189"
"12817","1127","210.221330","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003171000","0.426512000","","61","237","185","185"
"12854","1129","210.741155","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001476000","0.326308000","","61","237","185","185"
"12870","1129","210.950554","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001476000","0.535707000","","61","237","185","185"
"12877","1131","211.035901","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002440000","0.367309000","","61","241","189","189"
"12885","1133","211.270879","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.003056000","0.384331000","","61","245","193","193"
"12922","1135","211.708999","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001263000","0.381688000","","61","237","185","185"
"12939","1135","211.914490","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001263000","0.587179000","","61","237","185","185"
"12941","1137","211.961494","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002034000","0.389987000","","61","241","189","189"
"12954","1137","212.165501","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002034000","0.593994000","","61","241","189","189"
"12956","1139","212.246244","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001387000","0.423964000","","61","241","189","189"
"13005","1141","212.781412","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001526000","0.289966000","","61","245","193","193"
"13026","1143","213.104420","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002438000","0.362361000","","61","237","185","185"
"13035","1145","213.302444","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.001233000","0.381087000","","61","249","197","197"
"13061","1147","213.647524","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.004061000","0.256392000","","61","245","193","193"
"13077","1147","213.849842","37.120.249.45","192.168.0.100","HTTP","259","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.004061000","0.458710000","","61","245","193","193"
"13099","1149","214.155939","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002407000","0.369929000","","61","241","189","189"
"13116","1151","214.331294","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002032000","0.400133000","","61","237","185","185"
"13132","1153","214.620587","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001952000","0.444596000","","61","245","193","193"
"13169","1155","215.275988","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001792000","0.464789000","","61","233","181","181"
"13187","1157","215.455880","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002475000","0.394815000","","61","237","185","185"
"13210","1157","215.675819","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002475000","0.614754000","","61","237","185","185"
"13213","1159","215.720885","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002122000","0.409826000","","61","237","185","185"
"13249","1161","216.306954","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001541000","0.355392000","","61","237","185","185"
"13268","1163","216.575629","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002299000","0.389624000","","61","237","185","185"
"13283","1165","216.838210","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001133000","0.402185000","","61","237","185","185"
"13318","1167","217.360258","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.011108000","0.279832000","","61","237","185","185"
"13334","1169","217.519818","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.007732000","0.390005000","","61","241","189","189"
"13348","1171","217.807985","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003790000","0.436404000","","61","237","185","185"
"13388","1173","218.400753","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001542000","0.339719000","","61","237","185","185"
"13410","1175","218.685748","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002155000","0.374512000","","61","241","189","189"
"13418","1177","218.845523","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002112000","0.304739000","","61","237","185","185"
"13457","1179","219.361048","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.003264000","0.385105000","","61","241","189","189"
"13475","1181","219.605535","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001247000","0.384948000","","61","233","181","181"
"13488","1183","219.894689","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001360000","0.422369000","","61","233","181","181"
"13526","1185","220.406427","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001590000","0.265793000","","61","237","185","185"
"13547","1187","220.691939","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002502000","0.297199000","","61","233","181","181"
"13555","1189","220.830628","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002535000","0.289791000","","61","233","181","181"
"13562","1187","220.904532","37.120.249.45","192.168.0.100","HTTP","247","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002502000","0.509792000","","61","233","181","181"
"13595","1191","221.365531","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002080000","0.382438000","","61","233","181","181"
"13612","1191","221.595866","37.120.249.45","192.168.0.100","HTTP","247","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002080000","0.612773000","","61","233","181","181"
"13614","1193","221.631575","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002195000","0.405327000","","61","233","181","181"
"13630","1195","221.905651","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001583000","0.434740000","","61","237","185","185"
"13663","1197","222.417098","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001516000","0.316381000","","61","237","185","185"
"13681","1199","222.703139","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.004183000","0.355886000","","61","237","185","185"
"13696","1201","222.969324","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002170000","0.418436000","","61","237","185","185"
"13705","1201","223.191846","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002170000","0.640958000","","61","237","185","185"
"13736","1203","223.567421","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001377000","0.331218000","","61","233","181","181"
"13751","1205","223.784861","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002912000","0.383614000","","61","237","185","185"
"13764","1207","224.069368","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001874000","0.502210000","","61","237","185","185"
"13803","1209","224.605549","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001698000","0.287314000","","61","237","185","185"
"13824","1212","224.910284","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002051000","0.337357000","","61","237","185","185"
"13832","1214","225.151602","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002052000","0.405890000","","61","241","189","189"
"13868","1216","225.587493","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001712000","0.382287000","","61","233","181","181"
"13885","1218","225.832745","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001060000","0.387097000","","61","233","181","181"
"13898","1220","226.088066","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001038000","0.397445000","","61","237","185","185"
"13922","1220","226.320837","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001038000","0.630216000","","61","237","185","185"
"13939","1222","226.545402","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001249000","0.354305000","","61","233","181","181"
"13957","1224","226.791513","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001010000","0.384968000","","61","245","193","193"
"13973","1226","227.075191","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002197000","0.423185000","","61","241","189","189"
"14009","1228","227.580719","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.003874000","0.317158000","","61","241","189","189"
"14024","1230","227.721581","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002107000","0.360781000","","61","245","193","193"
"14036","1232","228.015599","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002149000","0.401677000","","61","245","193","193"
"14077","1234","228.605312","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001695000","0.344857000","","61","245","193","193"
"14095","1236","228.780282","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.003517000","0.384688000","","61","245","193","193"
"14102","1234","228.808777","37.120.249.45","192.168.0.100","HTTP","259","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001695000","0.548322000","","61","245","193","193"
"14109","1238","229.015486","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002082000","0.374711000","","61","237","185","185"
"14139","1240","229.540288","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.003529000","0.299806000","","61","245","193","193"
"14172","1242","230.066045","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002879000","0.387416000","","61","245","193","193"
"14175","1244","230.070025","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.001232000","0.254604000","","61","249","197","197"
"14216","1246","230.585359","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001937000","0.379870000","","61","241","189","189"
"14261","1248","231.259984","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001610000","0.280740000","","61","241","189","189"
"14277","1250","231.400345","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001371000","0.354969000","","61","245","193","193"
"14289","1252","231.690174","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002216000","0.397875000","","61","245","193","193"
"14304","1252","231.897025","37.120.249.45","192.168.0.100","HTTP","259","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002216000","0.604726000","","61","245","193","193"
"14331","1254","232.375261","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002195000","0.289630000","","61","245","193","193"
"14351","1256","232.664689","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.001727000","0.325320000","","61","249","197","197"
"14362","1258","232.802992","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002093000","0.372706000","","61","241","189","189"
"14403","1260","233.442309","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001468000","0.368295000","","61","237","185","185"
"14409","1262","233.455909","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002232000","0.260329000","","61","245","193","193"
"14425","1260","233.644662","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001468000","0.570648000","","61","237","185","185"
"14428","1262","233.660176","37.120.249.45","192.168.0.100","HTTP","259","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002232000","0.464596000","","61","245","193","193"
"14438","1264","233.928990","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001754000","0.333548000","","61","245","193","193"
"14482","1266","234.650338","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001517000","0.309987000","","61","241","189","189"
"14503","1268","234.935056","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002444000","0.342844000","","61","245","193","193"
"14515","1270","235.174972","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001530000","0.378438000","","61","241","189","189"
"14538","1272","235.514928","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001952000","0.293139000","","61","241","189","189"
"14574","1274","236.048964","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.010117000","0.367404000","","61","241","189","189"
"14590","1276","236.174926","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002147000","0.269719000","","61","241","189","189"
"14619","1278","236.742360","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001775000","0.426999000","","61","241","189","189"
"14652","1280","237.240082","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.003004000","0.383013000","","61","241","189","189"
"14658","1282","237.295159","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.001003000","0.299980000","","61","249","197","197"
"14671","1280","237.451098","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.003004000","0.594029000","","61","241","189","189"
"14677","1282","237.498070","37.120.249.45","192.168.0.100","HTTP","263","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001003000","0.502891000","","61","249","197","197"
"14691","1284","237.924992","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.013726000","0.487786000","","61","241","189","189"
"14724","1286","238.388282","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001878000","0.378913000","","61","241","189","189"
"14729","1288","238.461364","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001639000","0.320664000","","61","233","181","181"
"14754","1290","238.869750","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001813000","0.268909000","","61","245","193","193"
"14791","1292","239.474924","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001522000","0.314460000","","61","241","189","189"
"14810","1294","239.697884","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002018000","0.400415000","","61","237","185","185"
"14823","1296","239.984807","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001618000","0.439298000","","61","233","181","181"
"14869","1298","240.584201","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001542000","0.349250000","","61","241","189","189"
"14886","1300","240.740683","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001555000","0.258712000","","61","241","189","189"
"14893","1302","240.879859","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002370000","0.284683000","","61","241","189","189"
"14903","1300","240.945741","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001555000","0.463770000","","61","241","189","189"
"14929","1304","241.550078","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001519000","0.320245000","","61","241","189","189"
"14966","1306","242.054584","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.004330000","0.374693000","","61","233","181","181"
"14973","1308","242.082627","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.000997000","0.257642000","","61","233","181","181"
"14990","1308","242.287523","37.120.249.45","192.168.0.100","HTTP","247","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.000997000","0.462538000","","61","233","181","181"
"15003","1310","242.690333","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001049000","0.464945000","","61","237","185","185"
"15045","1312","243.200246","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001501000","0.344327000","","61","233","181","181"
"15055","1314","243.378124","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001053000","0.398274000","","61","241","189","189"
"15082","1316","243.704989","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001622000","0.326413000","","61","241","189","189"
"15093","1316","243.908765","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001622000","0.530189000","","61","241","189","189"
"15127","1318","244.374724","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001586000","0.378419000","","61","237","185","185"
"15140","1320","244.470078","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001322000","0.330123000","","61","241","189","189"
"15155","1320","244.673883","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001322000","0.533928000","","61","241","189","189"
"15161","1322","244.849340","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001610000","0.379471000","","61","233","181","181"
"15174","1322","245.091288","37.120.249.45","192.168.0.100","HTTP","247","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001610000","0.621419000","","61","233","181","181"
"15204","1324","245.554810","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001742000","0.411273000","","61","237","185","185"
"15221","1326","245.760094","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001848000","0.394582000","","61","241","189","189"
"15235","1328","246.044510","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001613000","0.421601000","","61","237","185","185"
"15273","1330","246.577217","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001527000","0.276964000","","61","241","189","189"
"15295","1332","246.869471","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.004252000","0.324553000","","61","241","189","189"
"15305","1334","247.024521","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002025000","0.302734000","","61","241","189","189"
"15345","1336","247.624491","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002353000","0.371601000","","61","237","185","185"
"15362","1338","247.884379","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.003311000","0.389240000","","61","233","181","181"
"15374","1340","248.137770","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.003081000","0.389172000","","61","233","181","181"
"15410","1342","248.644456","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001490000","0.309386000","","61","237","185","185"
"15437","1344","248.929404","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.002559000","0.348937000","","61","249","197","197"
"15450","1347","249.189042","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002130000","0.394439000","","61","237","185","185"
"15488","1349","249.650061","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001555000","0.381746000","","61","237","185","185"
"15502","1351","249.902198","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.001775000","0.388099000","","61","249","197","197"
"15519","1351","250.102365","37.120.249.45","192.168.0.100","HTTP","263","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001775000","0.588266000","","61","249","197","197"
"15521","1353","250.164795","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003938000","0.265127000","","61","237","185","185"
"15560","1355","250.679439","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001538000","0.405406000","","61","241","189","189"
"15579","1357","250.895805","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002137000","0.396133000","","61","237","185","185"
"15592","1359","251.102891","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.017216000","0.325160000","","61","237","185","185"
"15630","1361","251.579374","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.007177000","0.280609000","","61","241","189","189"
"15647","1363","251.809881","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002450000","0.299921000","","61","237","185","185"
"15660","1365","252.100793","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.004570000","0.365988000","","61","237","185","185"
"15698","1367","252.614343","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001533000","0.374838000","","61","237","185","185"
